Brand,Model,Launch Year,Segment,Fuel Type,Fuel_Type_Group,Variants,Minimum_Price (Lakhs),Maximum_Price (Lakhs),Average_price(Lakhs),Price_INR,Price_Category,Is EV?,Performance,,Notable Features
Audi,Q3,2020,Compact SUV,Petrol,Petrol,25,7,18,12.5,1250000,Mid Range,No,23.6 kmpl,23.6,"ESC, 360 Camera, ABS, Hill Hold, Cruise Control, Leather Seats, Sunroof, Ventilated Seats, AC, Wireless Charging, Connected Car, Apple CarPlay"
Kia,EV6,2023,Sedan,Electric,EV,9,7.2,19.5,13.4,1335000,Mid Range,Yes,394 km range,394,"Airbags, EBD, Leather Seats, Ventilated Seats, AC, Cruise Control, Power Windows, Wireless Charging, Android Auto, Voice Control"
Maruti Suzuki,Baleno,2021,Hatchback,Diesel,Diesel,9,3.5,8.5,6.0,600000,Entry Level,No,27.6 kmpl,27.6,"360 Camera, ABS, Hill Hold, Leather Seats, Ventilated Seats, Sunroof, Cruise Control, Wireless Charging, HUD"
Skoda,Slavia,2020,Luxury,Petrol,Petrol,8,30,100,65.0,6500000,Luxury,No,17.4 kmpl,17.4,"TPMS, 360 Camera, ESC, ABS, Cruise Control, Leather Seats, AC, Touchscreen, Ventilated Seats, Apple CarPlay, Wireless Charging, Voice Control"
Toyota,Camry,2022,SUV,Petrol,Petrol,22,10,30,20.0,2000000,Upper Mid,No,15.1 kmpl,15.1,"EBD, 360 Camera, Hill Hold, Leather Seats, AC, Ventilated Seats, Touchscreen, Wireless Charging"
Mahindra,Scorpio,2021,Hatchback,Electric,EV,22,4.2,11.05,7.6,762500,Entry Level,Yes,221 km range,221,"ABS, Hill Hold, Ventilated Seats, Power Windows, Sunroof, Connected Car, HUD, Apple CarPlay"
Hyundai,Venue,2023,Compact SUV,Petrol,Petrol,18,7,18,12.5,1250000,Mid Range,No,15.5 kmpl,15.5,"360 Camera, Airbags, ADAS, Hill Hold, Leather Seats, Touchscreen, Power Windows, Apple CarPlay"
Audi,Q5,2018,Hatchback,Petrol,Petrol,10,3.5,8.5,6.0,600000,Entry Level,No,16.0 kmpl,16,"ABS, Airbags, Cruise Control, Touchscreen, Power Windows, Leather Seats, AC, Android Auto, Wireless Charging"
Hyundai,Creta,2018,Compact SUV,Diesel,Diesel,12,7,18,12.5,1250000,Mid Range,No,23.8 kmpl,23.8,"ESC, 360 Camera, TPMS, ABS, Sunroof, Touchscreen, Ventilated Seats, Leather Seats, Android Auto, Voice Control, Apple CarPlay"
Force,Gurkha,2021,Compact SUV,Diesel,Diesel,5,7,18,12.5,1250000,Mid Range,No,19.6 kmpl,19.6,"360 Camera, Airbags, Sunroof, Cruise Control, AC, Voice Control, HUD"
Hyundai,Verna,2023,Compact SUV,Petrol,Petrol,10,7,18,12.5,1250000,Mid Range,No,22.5 kmpl,22.5,"ESC, 360 Camera, ADAS, Leather Seats, Ventilated Seats, Touchscreen, HUD, Apple CarPlay, Voice Control"
Citroen,C5 Aircross,2020,Luxury,Petrol,Petrol,18,30,100,65.0,6500000,Luxury,No,17.7 kmpl,17.7,"Airbags, 360 Camera, Ventilated Seats, Touchscreen, Power Windows, Leather Seats, Wireless Charging"
Tata,Tiago,2020,Hatchback,Petrol,Petrol,14,3.5,8.5,6.0,600000,Entry Level,No,17.4 kmpl,17.4,"EBD, Airbags, ABS, TPMS, Leather Seats, Ventilated Seats, Cruise Control, Android Auto, HUD, Voice Control"
Mercedes,A-Class,2018,Hatchback,Petrol,Petrol,18,3.5,8.5,6.0,600000,Entry Level,No,18.5 kmpl,18.5,"ABS, TPMS, EBD, Leather Seats, Cruise Control, Sunroof, AC, Power Windows, Connected Car, Apple CarPlay, Android Auto"
Hyundai,Exter,2018,Luxury,Petrol,Petrol,6,30,100,65.0,6500000,Luxury,No,20.0 kmpl,20,"Hill Hold, Airbags, TPMS, EBD, Power Windows, Leather Seats, AC, Connected Car, Wireless Charging"
Audi,Q5,2019,Compact SUV,Diesel,Diesel,11,7,18,12.5,1250000,Mid Range,No,19.2 kmpl,19.2,"ESC, TPMS, EBD, Ventilated Seats, AC, Sunroof, Cruise Control, Android Auto, Voice Control, Wireless Charging"
Volkswagen,Virtus,2015,MPV,Diesel,Diesel,8,8,20,14.0,1400000,Mid Range,No,22.3 kmpl,22.3,"ABS, ESC, Airbags, ADAS, AC, Cruise Control, Leather Seats, Power Windows, Sunroof, Connected Car"
BYD,Atto 3,2015,Compact SUV,Petrol,Petrol,23,7,18,12.5,1250000,Mid Range,No,23.7 kmpl,23.7,"ABS, Hill Hold, ESC, Cruise Control, Touchscreen, Ventilated Seats, Leather Seats, Connected Car, Voice Control, Apple CarPlay"
Audi,Q5,2015,MPV,Petrol,Petrol,20,8,20,14.0,1400000,Mid Range,No,16.4 kmpl,16.4,"Hill Hold, ABS, Leather Seats, Cruise Control, Touchscreen, Apple CarPlay, HUD"
Volkswagen,Polo,2018,Luxury,Diesel,Diesel,16,30,100,65.0,6500000,Luxury,No,18.9 kmpl,18.9,"ADAS, ABS, Touchscreen, Leather Seats, Power Windows, Sunroof, Ventilated Seats, HUD"
Citroen,C3,2019,SUV,Petrol,Petrol,21,10,30,20.0,2000000,Upper Mid,No,22.8 kmpl,22.8,"Airbags, ADAS, Power Windows, Touchscreen, AC, Voice Control, Android Auto, Connected Car"
Tata,Tiago,2017,MPV,Petrol,Petrol,6,8,20,14.0,1400000,Mid Range,No,17.6 kmpl,17.6,"ESC, Hill Hold, Airbags, Touchscreen, Cruise Control, AC, Leather Seats, Connected Car"
Jeep,Meridian,2018,Hatchback,Petrol,Petrol,19,3.5,8.5,6.0,600000,Entry Level,No,20.7 kmpl,20.7,"TPMS, ADAS, Touchscreen, Cruise Control, Sunroof, Leather Seats, AC, HUD"
Toyota,Urban Cruiser,2015,SUV,Electric,EV,13,12,39,25.5,2550000,Luxury,Yes,256 km range,256,"Hill Hold, TPMS, ADAS, Airbags, Touchscreen, Ventilated Seats, AC, Voice Control"
Nissan,Kicks,2022,MPV,Petrol,Petrol,24,8,20,14.0,1400000,Mid Range,No,22.8 kmpl,22.8,"Hill Hold, 360 Camera, ABS, ESC, Ventilated Seats, Sunroof, Touchscreen, Cruise Control, Power Windows, HUD, Connected Car, Apple CarPlay"
Maruti Suzuki,Baleno,2020,Hatchback,Petrol,Petrol,4,3.5,8.5,6.0,600000,Entry Level,No,15.6 kmpl,15.6,"Hill Hold, ADAS, TPMS, ABS, Power Windows, Leather Seats, Touchscreen, Cruise Control, Voice Control, Android Auto"
Skoda,Kushaq,2017,Compact SUV,Petrol,Petrol,6,7,18,12.5,1250000,Mid Range,No,22.7 kmpl,22.7,"Airbags, TPMS, Touchscreen, Cruise Control, Leather Seats, Voice Control, Android Auto, Apple CarPlay"
Jeep,Meridian,2018,Hatchback,Diesel,Diesel,3,3.5,8.5,6.0,600000,Entry Level,No,23.5 kmpl,23.5,"TPMS, ABS, Cruise Control, Ventilated Seats, Touchscreen, Sunroof, AC, Wireless Charging"
Citroen,C3,2019,Sedan,Petrol,Petrol,15,6,15,10.5,1050000,Mid Range,No,15.2 kmpl,15.2,"EBD, 360 Camera, Hill Hold, AC, Power Windows, Ventilated Seats, Touchscreen, Leather Seats, HUD"
Maruti Suzuki,Fronx,2017,SUV,Petrol/Diesel,Hybrid,9,10,30,20.0,2000000,Upper Mid,No,15.9 kmpl,15.9,"Hill Hold, TPMS, ESC, Ventilated Seats, Touchscreen, AC, Voice Control"
MG,Hector,2023,Sedan,Petrol,Petrol,6,6,15,10.5,1050000,Mid Range,No,17.2 kmpl,17.2,"Hill Hold, Airbags, Power Windows, Ventilated Seats, AC, Sunroof, Cruise Control, Android Auto"
Toyota,Innova,2016,Compact SUV,Petrol,Petrol,20,7,18,12.5,1250000,Mid Range,No,16.0 kmpl,16,"ABS, EBD, Airbags, ESC, Touchscreen, Leather Seats, Sunroof, AC, Power Windows, Apple CarPlay, Voice Control, HUD"
Tata,Tiago,2019,Hatchback,Petrol,Petrol,5,3.5,8.5,6.0,600000,Entry Level,No,20.6 kmpl,20.6,"ABS, ADAS, Hill Hold, TPMS, Cruise Control, AC, Ventilated Seats, Wireless Charging"
Audi,Q3,2015,Sedan,Petrol,Petrol,14,6,15,10.5,1050000,Mid Range,No,22.4 kmpl,22.4,"TPMS, EBD, Hill Hold, ADAS, Ventilated Seats, Leather Seats, Sunroof, AC, Connected Car"
Force,Gurkha,2017,Electric Hatchback,Petrol/CNG,Hybrid,16,6,12,9.0,900000,Mid Range,No,21.2 kmpl,21.2,"TPMS, Airbags, EBD, AC, Power Windows, Cruise Control, Android Auto"
MG,Gloster,2018,Compact SUV,Petrol,Petrol,4,7,18,12.5,1250000,Mid Range,No,22.3 kmpl,22.3,"ESC, ADAS, Cruise Control, Ventilated Seats, Leather Seats, Android Auto, Apple CarPlay, Wireless Charging"
Maruti Suzuki,Baleno,2017,SUV,Petrol,Petrol,13,10,30,20.0,2000000,Upper Mid,No,17.6 kmpl,17.6,"Hill Hold, 360 Camera, Touchscreen, Ventilated Seats, Cruise Control, Wireless Charging, Connected Car"
BMW,2 Series,2018,MPV,Electric,EV,12,9.6,26,17.8,1780000,Upper Mid,Yes,312 km range,312,"Hill Hold, 360 Camera, ESC, Cruise Control, Touchscreen, AC, Ventilated Seats, Android Auto, Connected Car"
Maruti Suzuki,Swift,2020,Hatchback,Petrol,Petrol,8,3.5,8.5,6.0,600000,Entry Level,No,21.3 kmpl,21.3,"ABS, Hill Hold, TPMS, Touchscreen, Ventilated Seats, Power Windows, Connected Car, Apple CarPlay, HUD"
Mahindra,XUV 300,2019,Sedan,Petrol/CNG,Hybrid,10,6,15,10.5,1050000,Mid Range,No,26.9 kmpl,26.9,"EBD, ADAS, Airbags, Touchscreen, Cruise Control, Ventilated Seats, Android Auto, Apple CarPlay, Connected Car"
Hyundai,Aura,2021,Electric SUV,Diesel,Diesel,23,12,25,18.5,1850000,Upper Mid,No,18.0 kmpl,18,"ABS, ADAS, EBD, 360 Camera, Touchscreen, Sunroof, Cruise Control, AC, Android Auto, HUD, Apple CarPlay"
Maruti Suzuki,Dzire,2017,Electric SUV,Petrol/CNG,Hybrid,2,12,25,18.5,1850000,Upper Mid,No,26.4 kmpl,26.4,"Airbags, ESC, Cruise Control, Touchscreen, Leather Seats, AC, Android Auto, Wireless Charging, Connected Car"
Tata,Safari,2019,Hatchback,Petrol,Petrol,7,3.5,8.5,6.0,600000,Entry Level,No,17.7 kmpl,17.7,"Airbags, ESC, ABS, Ventilated Seats, Touchscreen, Leather Seats, Power Windows, Wireless Charging"
Hyundai,Exter,2018,Compact SUV,Petrol,Petrol,11,7,18,12.5,1250000,Mid Range,No,16.1 kmpl,16.1,"Hill Hold, 360 Camera, Airbags, Leather Seats, AC, Cruise Control, Sunroof, Ventilated Seats, Android Auto"
Honda,Elevate,2021,Electric Hatchback,Diesel,Diesel,14,6,12,9.0,900000,Mid Range,No,24.5 kmpl,24.5,"ESC, EBD, TPMS, Power Windows, AC, Leather Seats, Cruise Control, Ventilated Seats, Wireless Charging"
Renault,Kiger,2015,MPV,Diesel,Diesel,12,8,20,14.0,1400000,Mid Range,No,23.6 kmpl,23.6,"EBD, ABS, ESC, Power Windows, Sunroof, Touchscreen, HUD, Connected Car, Voice Control"
Renault,Kiger,2016,Hatchback,Electric,EV,4,4.2,11.05,7.6,762500,Entry Level,Yes,344 km range,344,"Airbags, ESC, Leather Seats, Touchscreen, Cruise Control, Voice Control, HUD"
Tata,Altroz,2020,SUV,Electric,EV,17,12,39,25.5,2550000,Luxury,Yes,435 km range,435,"Hill Hold, Airbags, Sunroof, Cruise Control, Leather Seats, Wireless Charging, Connected Car"
Hyundai,Exter,2022,Sedan,Petrol/CNG,Hybrid,7,6,15,10.5,1050000,Mid Range,No,22.3 kmpl,22.3,"TPMS, ESC, EBD, Ventilated Seats, AC, Touchscreen, Sunroof, HUD, Android Auto, Connected Car"
Force,Gurkha,2017,Hatchback,Petrol,Petrol,9,3.5,8.5,6.0,600000,Entry Level,No,22.5 kmpl,22.5,"EBD, TPMS, ESC, Cruise Control, Ventilated Seats, Sunroof, Leather Seats, AC, Android Auto, Connected Car"
Tata,Nexon,2017,Compact SUV,Diesel,Diesel,9,7,18,12.5,1250000,Mid Range,No,18.6 kmpl,18.6,"ADAS, Hill Hold, Airbags, Leather Seats, Sunroof, Ventilated Seats, AC, Touchscreen, Android Auto, Apple CarPlay, Voice Control"
Tata,Punch,2018,Compact SUV,Petrol/CNG,Hybrid,13,7,18,12.5,1250000,Mid Range,No,25.1 kmpl,25.1,"ADAS, ABS, 360 Camera, Power Windows, AC, Touchscreen, Cruise Control, Ventilated Seats, Voice Control, Apple CarPlay, HUD"
Skoda,Slavia,2018,Sedan,Petrol,Petrol,17,6,15,10.5,1050000,Mid Range,No,20.8 kmpl,20.8,"ABS, 360 Camera, Ventilated Seats, Cruise Control, Power Windows, AC, Sunroof, Apple CarPlay, HUD"
Maruti Suzuki,Wagon R,2018,SUV,Petrol,Petrol,1,10,30,20.0,2000000,Upper Mid,No,22.1 kmpl,22.1,"EBD, Hill Hold, ABS, Ventilated Seats, AC, Cruise Control, Android Auto, HUD, Wireless Charging"
Force,Gurkha,2023,Hatchback,Petrol,Petrol,2,3.5,8.5,6.0,600000,Entry Level,No,16.7 kmpl,16.7,"ADAS, Hill Hold, Cruise Control, AC, Leather Seats, Connected Car, Apple CarPlay"
Kia,EV6,2023,SUV,Petrol,Petrol,6,10,30,20.0,2000000,Upper Mid,No,18.2 kmpl,18.2,"ADAS, ESC, ABS, AC, Cruise Control, Touchscreen, Leather Seats, Connected Car, Android Auto"
Tata,Harrier,2022,SUV,Petrol,Petrol,19,10,30,20.0,2000000,Upper Mid,No,24.2 kmpl,24.2,"360 Camera, TPMS, Airbags, EBD, AC, Power Windows, Ventilated Seats, Sunroof, HUD"
Lexus,RX,2017,Sedan,Petrol,Petrol,25,6,15,10.5,1050000,Mid Range,No,16.2 kmpl,16.2,"EBD, ADAS, AC, Ventilated Seats, Sunroof, Touchscreen, Voice Control, Android Auto"
Hyundai,Alcazar,2020,Compact SUV,Petrol,Petrol,18,7,18,12.5,1250000,Mid Range,No,17.3 kmpl,17.3,"EBD, ABS, Leather Seats, Power Windows, Cruise Control, AC, Touchscreen, HUD, Connected Car"
Skoda,Slavia,2021,Hatchback,Petrol/Diesel,Hybrid,21,3.5,8.5,6.0,600000,Entry Level,No,15.2 kmpl,15.2,"Airbags, TPMS, EBD, 360 Camera, Leather Seats, Cruise Control, AC, Ventilated Seats, Sunroof, Wireless Charging, Voice Control"
BYD,E6,2020,Sedan,Petrol,Petrol,1,6,15,10.5,1050000,Mid Range,No,15.7 kmpl,15.7,"TPMS, ADAS, Power Windows, AC, Ventilated Seats, Wireless Charging, Apple CarPlay, HUD"
Jeep,Meridian,2020,Compact SUV,Petrol,Petrol,10,7,18,12.5,1250000,Mid Range,No,16.2 kmpl,16.2,"TPMS, ADAS, Power Windows, Sunroof, Cruise Control, Leather Seats, Touchscreen, Android Auto, Wireless Charging"
Mercedes,GLA,2019,Compact SUV,Petrol,Petrol,7,7,18,12.5,1250000,Mid Range,No,22.0 kmpl,22,"Airbags, EBD, ABS, Touchscreen, Leather Seats, Power Windows, Sunroof, Cruise Control, Android Auto, HUD"
Nissan,Magnite,2019,Hatchback,Petrol/Diesel,Hybrid,7,3.5,8.5,6.0,600000,Entry Level,No,15.9 kmpl,15.9,"TPMS, ADAS, ESC, Hill Hold, Ventilated Seats, Sunroof, Touchscreen, Apple CarPlay"
Citroen,C3,2020,Compact SUV,Petrol,Petrol,5,7,18,12.5,1250000,Mid Range,No,16.8 kmpl,16.8,"Hill Hold, ADAS, ABS, Cruise Control, Ventilated Seats, Touchscreen, Sunroof, Wireless Charging"
Mercedes,A-Class,2023,Sedan,Petrol,Petrol,10,6,15,10.5,1050000,Mid Range,No,18.4 kmpl,18.4,"Hill Hold, TPMS, ADAS, Power Windows, Sunroof, AC, Android Auto, Apple CarPlay, Wireless Charging"
Jeep,Meridian,2018,MPV,Diesel,Diesel,19,8,20,14.0,1400000,Mid Range,No,23.6 kmpl,23.6,"ESC, Hill Hold, AC, Cruise Control, Sunroof, Connected Car, Android Auto"
Maruti Suzuki,Baleno,2016,Luxury,Petrol,Petrol,14,30,100,65.0,6500000,Luxury,No,24.4 kmpl,24.4,"EBD, Airbags, ESC, TPMS, Ventilated Seats, Touchscreen, Cruise Control, Sunroof, Leather Seats, Android Auto, Apple CarPlay, HUD"
Renault,Triber,2023,Luxury,Diesel,Diesel,20,30,100,65.0,6500000,Luxury,No,23.0 kmpl,23,"ADAS, ABS, Airbags, Ventilated Seats, Cruise Control, AC, Sunroof, Wireless Charging, Apple CarPlay, Android Auto"
Mercedes,C-Class,2017,Sedan,Petrol,Petrol,24,6,15,10.5,1050000,Mid Range,No,19.0 kmpl,19,"Hill Hold, TPMS, Airbags, Power Windows, Touchscreen, AC, Voice Control"
BYD,E6,2021,Compact SUV,Petrol,Petrol,13,7,18,12.5,1250000,Mid Range,No,22.3 kmpl,22.3,"Airbags, ABS, EBD, ESC, Ventilated Seats, Power Windows, Touchscreen, Sunroof, Android Auto"
BYD,Atto 3,2016,Electric Hatchback,Petrol,Petrol,23,6,12,9.0,900000,Mid Range,No,18.1 kmpl,18.1,"ESC, 360 Camera, Ventilated Seats, AC, Power Windows, Cruise Control, Wireless Charging, Connected Car"
Toyota,Urban Cruiser,2023,Sedan,Diesel,Diesel,13,6,15,10.5,1050000,Mid Range,No,24.7 kmpl,24.7,"Airbags, 360 Camera, ADAS, Ventilated Seats, Touchscreen, Sunroof, Power Windows, Android Auto, HUD"
Kia,EV6,2020,Hatchback,Diesel,Diesel,22,3.5,8.5,6.0,600000,Entry Level,No,26.7 kmpl,26.7,"EBD, Hill Hold, TPMS, 360 Camera, Sunroof, Cruise Control, Leather Seats, Wireless Charging, Apple CarPlay, HUD"
BMW,2 Series,2023,Compact SUV,Petrol,Petrol,5,7,18,12.5,1250000,Mid Range,No,20.6 kmpl,20.6,"TPMS, ABS, Power Windows, Sunroof, Cruise Control, Leather Seats, Voice Control"
BMW,2 Series,2016,SUV,Petrol/CNG,Hybrid,9,10,30,20.0,2000000,Upper Mid,No,29.9 kmpl,29.9,"EBD, Hill Hold, ADAS, TPMS, Leather Seats, AC, Power Windows, Cruise Control, Wireless Charging, Voice Control"
Volkswagen,Taigun,2021,Hatchback,Petrol,Petrol,8,3.5,8.5,6.0,600000,Entry Level,No,21.8 kmpl,21.8,"ABS, ADAS, Hill Hold, Power Windows, Leather Seats, Sunroof, AC, Ventilated Seats, HUD"
Skoda,Superb,2017,Sedan,Petrol/Diesel,Hybrid,19,6,15,10.5,1050000,Mid Range,No,21.7 kmpl,21.7,"Hill Hold, ABS, AC, Leather Seats, Touchscreen, Connected Car"
Toyota,Hilux,2015,Hatchback,Diesel,Diesel,14,3.5,8.5,6.0,600000,Entry Level,No,24.0 kmpl,24,"Airbags, ADAS, Ventilated Seats, Touchscreen, AC, Cruise Control, Android Auto, Wireless Charging, Connected Car"
BMW,2 Series,2015,SUV,Petrol,Petrol,12,10,30,20.0,2000000,Upper Mid,No,19.8 kmpl,19.8,"360 Camera, EBD, Cruise Control, Ventilated Seats, Sunroof, AC, HUD"
Volkswagen,Polo,2023,Compact SUV,Petrol/CNG,Hybrid,21,7,18,12.5,1250000,Mid Range,No,26.5 kmpl,26.5,"EBD, TPMS, Hill Hold, Leather Seats, Power Windows, AC, Sunroof, Wireless Charging, HUD"
Kia,Sonet,2017,Sedan,Petrol,Petrol,18,6,15,10.5,1050000,Mid Range,No,22.1 kmpl,22.1,"EBD, Airbags, Leather Seats, Cruise Control, Power Windows, Sunroof, Touchscreen, HUD, Apple CarPlay"
Lexus,ES,2016,Sedan,Diesel,Diesel,14,6,15,10.5,1050000,Mid Range,No,25.8 kmpl,25.8,"360 Camera, Hill Hold, Leather Seats, Ventilated Seats, Cruise Control, AC, Power Windows, Voice Control, Apple CarPlay"
Honda,Amaze,2017,Electric SUV,Petrol,Petrol,15,12,25,18.5,1850000,Upper Mid,No,24.8 kmpl,24.8,"ABS, TPMS, ADAS, Sunroof, Ventilated Seats, Leather Seats, Voice Control, HUD, Android Auto"
Audi,Q3,2015,Luxury,Petrol,Petrol,13,30,100,65.0,6500000,Luxury,No,19.6 kmpl,19.6,"ESC, ADAS, TPMS, EBD, Sunroof, AC, Leather Seats, Cruise Control, Wireless Charging, Voice Control, Apple CarPlay"
BYD,E6,2017,SUV,Petrol/CNG,Hybrid,4,10,30,20.0,2000000,Upper Mid,No,25.8 kmpl,25.8,"360 Camera, Airbags, Touchscreen, Leather Seats, Power Windows, AC, Android Auto, Connected Car"
Tata,Tigor,2015,Sedan,Petrol,Petrol,25,6,15,10.5,1050000,Mid Range,No,17.7 kmpl,17.7,"EBD, 360 Camera, Airbags, Cruise Control, Power Windows, Leather Seats, Ventilated Seats, Sunroof, Voice Control"
Mahindra,Marazzo,2022,MPV,Petrol,Petrol,7,8,20,14.0,1400000,Mid Range,No,19.6 kmpl,19.6,"TPMS, Hill Hold, EBD, 360 Camera, AC, Ventilated Seats, Sunroof, Leather Seats, Apple CarPlay, Voice Control"
Toyota,Hilux,2015,MPV,Petrol,Petrol,20,8,20,14.0,1400000,Mid Range,No,21.2 kmpl,21.2,"TPMS, 360 Camera, Touchscreen, Leather Seats, Power Windows, Ventilated Seats, Android Auto"
Mercedes,GLA,2022,Compact SUV,Petrol,Petrol,15,7,18,12.5,1250000,Mid Range,No,17.3 kmpl,17.3,"ESC, EBD, Hill Hold, Leather Seats, AC, Power Windows, Ventilated Seats, HUD"
Force,Gurkha,2019,Sedan,Petrol,Petrol,7,6,15,10.5,1050000,Mid Range,No,23.7 kmpl,23.7,"TPMS, ESC, EBD, Hill Hold, AC, Power Windows, Leather Seats, Android Auto, Connected Car, Apple CarPlay"
Jeep,Meridian,2020,SUV,Petrol/CNG,Hybrid,23,10,30,20.0,2000000,Upper Mid,No,22.4 kmpl,22.4,"ESC, Hill Hold, Power Windows, Sunroof, Leather Seats, Wireless Charging, Android Auto"
Nissan,Kicks,2017,Hatchback,Petrol,Petrol,3,3.5,8.5,6.0,600000,Entry Level,No,17.4 kmpl,17.4,"360 Camera, Hill Hold, ABS, ADAS, AC, Cruise Control, Sunroof, Leather Seats, Touchscreen, HUD, Apple CarPlay, Connected Car"
Jeep,Meridian,2016,Luxury,Petrol,Petrol,10,30,100,65.0,6500000,Luxury,No,21.9 kmpl,21.9,"Hill Hold, Airbags, Touchscreen, Ventilated Seats, Leather Seats, AC, Apple CarPlay, Wireless Charging, Voice Control"
Mercedes,A-Class,2017,Hatchback,Electric,EV,24,4.2,11.05,7.6,762500,Entry Level,Yes,476 km range,476,"ABS, Hill Hold, Power Windows, Sunroof, Ventilated Seats, Touchscreen, HUD"
Hyundai,Alcazar,2021,SUV,Diesel,Diesel,15,10,30,20.0,2000000,Upper Mid,No,26.1 kmpl,26.1,"Hill Hold, ADAS, TPMS, ESC, Power Windows, AC, Sunroof, Leather Seats, Android Auto, Wireless Charging"
Hyundai,Verna,2019,Hatchback,Petrol,Petrol,15,3.5,8.5,6.0,600000,Entry Level,No,17.6 kmpl,17.6,"ESC, ABS, Touchscreen, Cruise Control, Leather Seats, AC, HUD"
Toyota,Urban Cruiser,2019,Hatchback,Petrol,Petrol,24,3.5,8.5,6.0,600000,Entry Level,No,15.4 kmpl,15.4,"TPMS, ABS, Hill Hold, Airbags, Ventilated Seats, Touchscreen, Cruise Control, AC, Wireless Charging"
Citroen,C3,2019,Sedan,Petrol,Petrol,13,6,15,10.5,1050000,Mid Range,No,16.2 kmpl,16.2,"TPMS, ESC, Touchscreen, AC, Leather Seats, Cruise Control, Voice Control, Apple CarPlay, Wireless Charging"
Nissan,Magnite,2019,SUV,Electric,EV,12,12,39,25.5,2550000,Luxury,Yes,256 km range,256,"ABS, TPMS, Airbags, Sunroof, Cruise Control, Touchscreen, HUD, Apple CarPlay"
Force,Gurkha,2018,Hatchback,Petrol,Petrol,1,3.5,8.5,6.0,600000,Entry Level,No,21.1 kmpl,21.1,"TPMS, ADAS, AC, Ventilated Seats, Sunroof, Touchscreen, HUD, Android Auto, Connected Car"
Audi,Q5,2021,Hatchback,Petrol,Petrol,20,3.5,8.5,6.0,600000,Entry Level,No,18.3 kmpl,18.3,"TPMS, Hill Hold, ABS, ADAS, Power Windows, Leather Seats, Ventilated Seats, Android Auto, Apple CarPlay, Voice Control"
Lexus,ES,2023,Electric Hatchback,Diesel,Diesel,3,6,12,9.0,900000,Mid Range,No,19.6 kmpl,19.6,"Hill Hold, ADAS, ESC, Touchscreen, Ventilated Seats, AC, Connected Car, HUD, Wireless Charging"
Honda,Elevate,2022,Compact SUV,Diesel,Diesel,12,7,18,12.5,1250000,Mid Range,No,19.5 kmpl,19.5,"ESC, ADAS, Hill Hold, EBD, Power Windows, Sunroof, Cruise Control, Touchscreen, AC, Connected Car"
Force,Gurkha,2018,Compact SUV,Diesel,Diesel,10,7,18,12.5,1250000,Mid Range,No,23.4 kmpl,23.4,"360 Camera, ADAS, Airbags, Leather Seats, Power Windows, Ventilated Seats, Apple CarPlay, Wireless Charging"
Nissan,Kicks,2020,Electric SUV,Electric,EV,3,14.4,32.5,23.5,2345000,Upper Mid,Yes,453 km range,453,"ABS, Hill Hold, ESC, 360 Camera, AC, Touchscreen, Sunroof, Cruise Control, Ventilated Seats, Wireless Charging, Apple CarPlay"
Tata,Safari,2020,Compact SUV,Petrol,Petrol,10,7,18,12.5,1250000,Mid Range,No,15.3 kmpl,15.3,"ESC, EBD, Leather Seats, Sunroof, Touchscreen, Ventilated Seats, Android Auto, Voice Control"
BMW,X1,2015,Sedan,Petrol,Petrol,9,6,15,10.5,1050000,Mid Range,No,23.6 kmpl,23.6,"360 Camera, TPMS, AC, Ventilated Seats, Leather Seats, HUD, Android Auto, Voice Control"
Kia,Seltos,2016,SUV,Petrol,Petrol,10,10,30,20.0,2000000,Upper Mid,No,17.5 kmpl,17.5,"ESC, 360 Camera, EBD, Hill Hold, AC, Power Windows, Sunroof, Ventilated Seats, Cruise Control, Apple CarPlay, Voice Control"
Jeep,Meridian,2015,SUV,Petrol,Petrol,18,10,30,20.0,2000000,Upper Mid,No,19.2 kmpl,19.2,"ADAS, ESC, ABS, TPMS, Power Windows, Leather Seats, Cruise Control, Ventilated Seats, AC, HUD, Voice Control"
Volkswagen,Taigun,2021,Compact SUV,Petrol,Petrol,25,7,18,12.5,1250000,Mid Range,No,21.4 kmpl,21.4,"Airbags, ESC, Leather Seats, Touchscreen, Cruise Control, HUD"
Honda,WR-V,2018,Hatchback,Petrol,Petrol,10,3.5,8.5,6.0,600000,Entry Level,No,16.0 kmpl,16,"Airbags, ABS, EBD, Sunroof, AC, Leather Seats, Power Windows, Touchscreen, Voice Control, Wireless Charging, Apple CarPlay"
Force,Gurkha,2016,Compact SUV,Petrol,Petrol,3,7,18,12.5,1250000,Mid Range,No,16.9 kmpl,16.9,"EBD, 360 Camera, ABS, ESC, Leather Seats, Cruise Control, Sunroof, AC, HUD, Voice Control, Android Auto"
Kia,Carens,2017,Compact SUV,Diesel,Diesel,2,7,18,12.5,1250000,Mid Range,No,22.7 kmpl,22.7,"ESC, Hill Hold, ABS, TPMS, Ventilated Seats, Sunroof, Cruise Control, Leather Seats, Apple CarPlay, HUD, Connected Car"
Maruti Suzuki,Fronx,2018,Hatchback,Diesel,Diesel,13,3.5,8.5,6.0,600000,Entry Level,No,22.2 kmpl,22.2,"ABS, 360 Camera, Airbags, Power Windows, Sunroof, Ventilated Seats, Touchscreen, Apple CarPlay, Voice Control, Connected Car"
